IP,Protocol,Attack Type,DateTime,Interactions,Port,Severity,Response Time,Packet Size,Origin Country,Detected By
192.168.1.1,SSH,Brute Force,2025-02-12 10:46:52,229,22,High,37,360,China,Firewall
172.20.30.40,ICMP,DDoS,2025-02-12 10:46:52,361,0,Critical,835,1484,France,IPS
8.8.8.8,HTTPS,Zero-Day,2025-02-12 10:46:52,45,443,Critical,161,438,France,SIEM
192.168.100.10,FTP,Brute Force,2025-02-12 10:46:52,208,21,High,27,480,Brazil,Firewall
172.16.5.3,TCP,Port Scanning,2025-02-12 10:46:52,24,22,Medium,97,632,Brazil,IDS
203.0.113.4,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,72,80,Medium,180,237,China,SIEM
203.0.113.4,UDP,DDoS,2025-02-12 10:46:52,182,67,Critical,921,1393,USA,IPS
10.10.10.10,FTP,Brute Force,2025-02-12 10:46:52,183,21,High,71,377,India,Firewall
203.0.113.4,ICMP,Ping Flood,2025-02-12 10:46:52,135,0,Medium,345,1369,Germany,IPS
10.10.10.10,SSH,Unauthorized Access,2025-02-12 10:46:52,80,22,High,208,492,Brazil,Firewall
198.51.100.5,SSH,Unauthorized Access,2025-02-12 10:46:52,154,22,High,89,251,France,Firewall
10.0.0.2,TCP,DDoS,2025-02-12 10:46:52,111,80,Critical,1922,1250,UK,IPS
198.51.100.5,UDP,Malware,2025-02-12 10:46:52,36,123,High,52,555,USA,Antivirus
192.168.100.10,SSH,Brute Force,2025-02-12 10:46:52,107,22,High,80,311,China,Firewall
172.20.30.40,DNS,DNS Amplification,2025-02-12 10:46:52,342,53,High,1471,1274,UK,IPS
10.0.0.2,SSH,Brute Force,2025-02-12 10:46:52,244,22,High,11,469,UK,Firewall
203.0.113.4,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,118,80,Medium,176,450,UK,SIEM
10.10.10.10,ICMP,Ping Flood,2025-02-12 10:46:52,246,0,Medium,235,1383,USA,IPS
192.0.2.6,FTP,Brute Force,2025-02-12 10:46:52,203,21,High,98,337,Canada,Firewall
10.10.10.10,TCP,DDoS,2025-02-12 10:46:52,226,25,Critical,1366,1362,France,IPS
172.16.5.3,DNS,DNS Spoofing,2025-02-12 10:46:52,49,53,Medium,73,323,Canada,IDS
203.0.113.4,ICMP,DDoS,2025-02-12 10:46:52,431,0,Critical,1682,1391,Germany,IPS
172.20.30.40,FTP,Malware,2025-02-12 10:46:52,61,21,High,267,700,Japan,Antivirus
172.16.5.3,HTTP,SQL Injection,2025-02-12 10:46:52,65,80,High,246,940,USA,SIEM
10.0.0.2,ICMP,DDoS,2025-02-12 10:46:52,402,0,Critical,1143,1220,China,IPS
192.0.2.6,TCP,Brute Force,2025-02-12 10:46:52,110,25,High,88,429,India,Firewall
192.168.1.1,ICMP,DDoS,2025-02-12 10:46:52,489,0,Critical,1375,1350,Russia,IPS
172.16.5.3,DNS,DNS Amplification,2025-02-12 10:46:52,184,53,High,1129,1261,USA,IPS
172.16.5.3,FTP,Brute Force,2025-02-12 10:46:52,236,21,High,64,398,Russia,Firewall
192.0.2.6,UDP,Malware,2025-02-12 10:46:52,185,67,High,317,1108,USA,Antivirus
192.168.100.10,SSH,Brute Force,2025-02-12 10:46:52,117,22,High,25,322,China,Firewall
172.20.30.40,ICMP,DDoS,2025-02-12 10:46:52,414,0,Critical,1140,1312,USA,IPS
10.0.0.2,ICMP,Ping Flood,2025-02-12 10:46:52,170,0,Medium,432,1290,Brazil,IPS
10.10.10.10,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,76,443,Critical,360,1244,Russia,Firewall
10.10.10.10,FTP,Brute Force,2025-02-12 10:46:52,166,21,High,52,402,Brazil,Firewall
192.168.1.1,HTTP,SQL Injection,2025-02-12 10:46:52,63,80,High,177,869,Russia,SIEM
172.16.5.3,SSH,Unauthorized Access,2025-02-12 10:46:52,146,22,High,186,663,India,Firewall
192.168.1.1,TCP,Brute Force,2025-02-12 10:46:52,147,22,High,74,318,USA,Firewall
203.0.113.4,FTP,Brute Force,2025-02-12 10:46:52,83,21,High,47,410,France,Firewall
203.0.113.4,DNS,DNS Amplification,2025-02-12 10:46:52,404,53,High,1195,1034,India,IPS
192.168.100.10,HTTP,SQL Injection,2025-02-12 10:46:52,116,80,High,211,847,France,SIEM
192.0.2.6,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,53,443,Critical,871,583,China,Firewall
198.51.100.5,UDP,DDoS,2025-02-12 10:46:52,235,68,Critical,1277,1395,France,IPS
10.10.10.10,DNS,DNS Amplification,2025-02-12 10:46:52,147,53,High,1469,1461,Russia,IPS
192.0.2.6,HTTPS,Zero-Day,2025-02-12 10:46:52,40,443,Critical,653,876,China,SIEM
8.8.8.8,TCP,Port Scanning,2025-02-12 10:46:52,90,25,Medium,41,417,USA,IDS
192.168.1.1,SSH,Unauthorized Access,2025-02-12 10:46:52,94,22,High,231,281,Japan,Firewall
203.0.113.4,TCP,Port Scanning,2025-02-12 10:46:52,52,80,Medium,61,582,India,IDS
10.10.10.10,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,124,443,Critical,760,749,USA,Firewall
10.0.0.2,ICMP,DDoS,2025-02-12 10:46:52,446,0,Critical,1196,1401,India,IPS
10.0.0.2,UDP,Malware,2025-02-12 10:46:52,168,53,High,146,802,USA,Antivirus
198.51.100.5,UDP,Malware,2025-02-12 10:46:52,175,123,High,373,615,France,Antivirus
172.20.30.40,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,248,443,Critical,337,931,Russia,Firewall
172.20.30.40,ICMP,DDoS,2025-02-12 10:46:52,268,0,Critical,536,1426,Russia,IPS
192.168.1.1,DNS,DNS Amplification,2025-02-12 10:46:52,98,53,High,994,1082,France,IPS
198.51.100.5,UDP,Malware,2025-02-12 10:46:52,119,123,High,124,852,Japan,Antivirus
192.0.2.6,TCP,Brute Force,2025-02-12 10:46:52,237,80,High,45,278,France,Firewall
10.10.10.10,SSH,Brute Force,2025-02-12 10:46:52,54,22,High,98,322,Canada,Firewall
198.51.100.5,SSH,Unauthorized Access,2025-02-12 10:46:52,162,22,High,192,448,Russia,Firewall
192.0.2.6,DNS,DNS Spoofing,2025-02-12 10:46:52,98,53,Medium,72,257,Russia,IDS
8.8.8.8,HTTP,SQL Injection,2025-02-12 10:46:52,110,80,High,263,547,Russia,SIEM
8.8.8.8,HTTP,SQL Injection,2025-02-12 10:46:52,84,80,High,208,352,Japan,SIEM
10.0.0.2,FTP,Brute Force,2025-02-12 10:46:52,195,21,High,48,394,Japan,Firewall
203.0.113.4,DNS,DNS Spoofing,2025-02-12 10:46:52,96,53,Medium,53,478,Brazil,IDS
192.0.2.6,HTTPS,Zero-Day,2025-02-12 10:46:52,20,443,Critical,381,748,India,SIEM
8.8.8.8,TCP,DDoS,2025-02-12 10:46:52,401,22,Critical,1651,1478,India,IPS
192.0.2.6,SSH,Brute Force,2025-02-12 10:46:52,211,22,High,71,497,Germany,Firewall
172.20.30.40,ICMP,DDoS,2025-02-12 10:46:52,411,0,Critical,950,1231,Canada,IPS
192.168.1.1,FTP,Malware,2025-02-12 10:46:52,186,21,High,220,690,Canada,Antivirus
192.168.1.1,TCP,Brute Force,2025-02-12 10:46:52,86,80,High,84,274,Canada,Firewall
203.0.113.4,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,68,443,Critical,922,597,Canada,Firewall
10.0.0.2,DNS,DNS Amplification,2025-02-12 10:46:52,434,53,High,322,1273,Brazil,IPS
192.0.2.6,ICMP,DDoS,2025-02-12 10:46:52,251,0,Critical,905,1401,France,IPS
172.16.5.3,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,71,80,Medium,131,496,China,SIEM
172.16.5.3,TCP,DDoS,2025-02-12 10:46:52,342,22,Critical,846,1252,India,IPS
192.168.1.1,SSH,Brute Force,2025-02-12 10:46:52,122,22,High,58,252,Brazil,Firewall
192.0.2.6,DNS,DNS Amplification,2025-02-12 10:46:52,370,53,High,1222,1024,India,IPS
198.51.100.5,UDP,DDoS,2025-02-12 10:46:52,104,53,Critical,848,1416,Germany,IPS
192.168.1.1,DNS,DNS Spoofing,2025-02-12 10:46:52,57,53,Medium,116,293,India,IDS
192.168.100.10,HTTPS,Zero-Day,2025-02-12 10:46:52,34,443,Critical,777,1135,UK,SIEM
192.0.2.6,HTTPS,Zero-Day,2025-02-12 10:46:52,29,443,Critical,665,660,France,SIEM
198.51.100.5,FTP,Malware,2025-02-12 10:46:52,98,21,High,278,677,UK,Antivirus
8.8.8.8,UDP,Malware,2025-02-12 10:46:52,184,68,High,248,528,China,Antivirus
192.168.1.1,SSH,Unauthorized Access,2025-02-12 10:46:52,152,22,High,46,226,Brazil,Firewall
172.16.5.3,TCP,DDoS,2025-02-12 10:46:52,469,22,Critical,998,1415,France,IPS
172.16.5.3,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,89,443,Critical,357,1058,China,Firewall
172.20.30.40,UDP,DDoS,2025-02-12 10:46:52,226,53,Critical,533,1452,India,IPS
192.168.1.1,UDP,Malware,2025-02-12 10:46:52,85,68,High,318,822,Brazil,Antivirus
10.0.0.2,FTP,Malware,2025-02-12 10:46:52,121,21,High,89,566,France,Antivirus
10.10.10.10,TCP,Brute Force,2025-02-12 10:46:52,140,21,High,70,268,UK,Firewall
198.51.100.5,TCP,Port Scanning,2025-02-12 10:46:52,78,21,Medium,113,492,Canada,IDS
192.168.1.1,SSH,Unauthorized Access,2025-02-12 10:46:52,115,22,High,32,554,India,Firewall
198.51.100.5,HTTPS,Zero-Day,2025-02-12 10:46:52,29,443,Critical,560,532,Japan,SIEM
192.0.2.6,DNS,DNS Spoofing,2025-02-12 10:46:52,64,53,Medium,174,421,Japan,IDS
172.16.5.3,FTP,Brute Force,2025-02-12 10:46:52,179,21,High,63,408,Russia,Firewall
172.20.30.40,SSH,Unauthorized Access,2025-02-12 10:46:52,78,22,High,70,234,India,Firewall
198.51.100.5,FTP,Malware,2025-02-12 10:46:52,94,21,High,243,1183,Brazil,Antivirus
192.168.100.10,TCP,Port Scanning,2025-02-12 10:46:52,91,80,Medium,50,691,France,IDS
198.51.100.5,DNS,DNS Spoofing,2025-02-12 10:46:52,25,53,Medium,72,301,Russia,IDS
198.51.100.5,ICMP,DDoS,2025-02-12 10:46:52,423,0,Critical,1910,1411,UK,IPS
172.16.5.3,FTP,Brute Force,2025-02-12 10:46:52,257,21,High,95,495,France,Firewall
172.16.5.3,HTTP,SQL Injection,2025-02-12 10:46:52,135,80,High,259,555,Germany,SIEM
10.10.10.10,UDP,DDoS,2025-02-12 10:46:52,204,123,Critical,1681,1437,Germany,IPS
172.16.5.3,FTP,Malware,2025-02-12 10:46:52,159,21,High,120,677,UK,Antivirus
192.168.100.10,SSH,Unauthorized Access,2025-02-12 10:46:52,167,22,High,133,613,France,Firewall
198.51.100.5,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,67,443,Critical,755,1111,India,Firewall
198.51.100.5,UDP,Malware,2025-02-12 10:46:52,187,68,High,387,1016,UK,Antivirus
172.16.5.3,ICMP,DDoS,2025-02-12 10:46:52,281,0,Critical,1937,1292,China,IPS
192.168.100.10,FTP,Malware,2025-02-12 10:46:52,94,21,High,191,1111,Japan,Antivirus
198.51.100.5,SSH,Brute Force,2025-02-12 10:46:52,224,22,High,95,326,India,Firewall
8.8.8.8,HTTP,SQL Injection,2025-02-12 10:46:52,131,80,High,217,830,Russia,SIEM
192.168.100.10,ICMP,DDoS,2025-02-12 10:46:52,462,0,Critical,598,1281,USA,IPS
10.0.0.2,UDP,Malware,2025-02-12 10:46:52,59,53,High,137,620,USA,Antivirus
10.0.0.2,UDP,Malware,2025-02-12 10:46:52,47,53,High,159,1172,France,Antivirus
172.16.5.3,UDP,Malware,2025-02-12 10:46:52,148,53,High,296,1181,UK,Antivirus
10.0.0.2,DNS,DNS Spoofing,2025-02-12 10:46:52,52,53,Medium,41,333,Germany,IDS
198.51.100.5,FTP,Malware,2025-02-12 10:46:52,199,21,High,144,720,Brazil,Antivirus
203.0.113.4,TCP,DDoS,2025-02-12 10:46:52,124,80,Critical,1323,1321,UK,IPS
10.10.10.10,ICMP,Ping Flood,2025-02-12 10:46:52,383,0,Medium,127,1253,China,IPS
172.20.30.40,FTP,Malware,2025-02-12 10:46:52,112,21,High,127,1130,Brazil,Antivirus
10.10.10.10,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,194,443,Critical,843,722,India,Firewall
203.0.113.4,UDP,DDoS,2025-02-12 10:46:52,105,67,Critical,1050,1257,Germany,IPS
192.0.2.6,TCP,Brute Force,2025-02-12 10:46:52,187,80,High,44,404,Japan,Firewall
203.0.113.4,UDP,DDoS,2025-02-12 10:46:52,214,67,Critical,1960,1200,China,IPS
198.51.100.5,DNS,DNS Amplification,2025-02-12 10:46:52,240,53,High,1017,1207,France,IPS
198.51.100.5,SSH,Brute Force,2025-02-12 10:46:52,171,22,High,61,488,Canada,Firewall
192.0.2.6,TCP,DDoS,2025-02-12 10:46:52,301,80,Critical,946,1464,UK,IPS
10.0.0.2,UDP,Malware,2025-02-12 10:46:52,34,68,High,245,674,USA,Antivirus
8.8.8.8,DNS,DNS Amplification,2025-02-12 10:46:52,104,53,High,331,1171,Japan,IPS
8.8.8.8,TCP,Brute Force,2025-02-12 10:46:52,77,25,High,58,434,Japan,Firewall
203.0.113.4,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,144,443,Critical,256,1030,China,Firewall
10.10.10.10,SSH,Unauthorized Access,2025-02-12 10:46:52,116,22,High,247,370,China,Firewall
10.10.10.10,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,94,80,Medium,49,302,Germany,SIEM
172.16.5.3,UDP,DDoS,2025-02-12 10:46:52,444,123,Critical,687,1453,France,IPS
172.20.30.40,TCP,Port Scanning,2025-02-12 10:46:52,96,80,Medium,60,261,China,IDS
192.168.100.10,TCP,Brute Force,2025-02-12 10:46:52,171,25,High,64,477,UK,Firewall
198.51.100.5,DNS,DNS Spoofing,2025-02-12 10:46:52,74,53,Medium,113,337,Germany,IDS
192.168.100.10,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,111,80,Medium,195,448,Germany,SIEM
10.0.0.2,FTP,Malware,2025-02-12 10:46:52,71,21,High,356,517,France,Antivirus
8.8.8.8,FTP,Brute Force,2025-02-12 10:46:52,99,21,High,32,292,USA,Firewall
172.20.30.40,DNS,DNS Amplification,2025-02-12 10:46:52,354,53,High,1280,1328,China,IPS
192.168.1.1,TCP,Port Scanning,2025-02-12 10:46:52,23,80,Medium,120,261,UK,IDS
172.20.30.40,FTP,Malware,2025-02-12 10:46:52,82,21,High,149,574,India,Antivirus
192.0.2.6,SSH,Brute Force,2025-02-12 10:46:52,256,22,High,74,338,Germany,Firewall
172.20.30.40,DNS,DNS Amplification,2025-02-12 10:46:52,191,53,High,667,1140,USA,IPS
203.0.113.4,DNS,DNS Spoofing,2025-02-12 10:46:52,94,53,Medium,167,291,Russia,IDS
203.0.113.4,SSH,Brute Force,2025-02-12 10:46:52,246,22,High,63,361,France,Firewall
10.10.10.10,TCP,Brute Force,2025-02-12 10:46:52,174,443,High,69,274,UK,Firewall
10.10.10.10,ICMP,Ping Flood,2025-02-12 10:46:52,341,0,Medium,213,1407,Japan,IPS
192.168.100.10,DNS,DNS Amplification,2025-02-12 10:46:52,368,53,High,323,1438,China,IPS
192.0.2.6,ICMP,Ping Flood,2025-02-12 10:46:52,138,0,Medium,167,1123,France,IPS
10.0.0.2,UDP,Malware,2025-02-12 10:46:52,199,68,High,308,1147,Brazil,Antivirus
192.168.100.10,UDP,Malware,2025-02-12 10:46:52,116,53,High,172,1104,Canada,Antivirus
172.20.30.40,FTP,Malware,2025-02-12 10:46:52,157,21,High,249,726,Germany,Antivirus
203.0.113.4,TCP,DDoS,2025-02-12 10:46:52,125,21,Critical,504,1250,Brazil,IPS
192.168.1.1,UDP,Malware,2025-02-12 10:46:52,171,123,High,318,1016,India,Antivirus
192.0.2.6,SSH,Unauthorized Access,2025-02-12 10:46:52,89,22,High,112,343,USA,Firewall
10.0.0.2,DNS,DNS Spoofing,2025-02-12 10:46:52,93,53,Medium,33,385,Germany,IDS
8.8.8.8,ICMP,DDoS,2025-02-12 10:46:52,498,0,Critical,674,1449,UK,IPS
192.168.1.1,FTP,Malware,2025-02-12 10:46:52,94,21,High,179,1149,France,Antivirus
203.0.113.4,SSH,Brute Force,2025-02-12 10:46:52,158,22,High,55,268,Brazil,Firewall
192.168.1.1,ICMP,Ping Flood,2025-02-12 10:46:52,80,0,Medium,369,1185,China,IPS
10.0.0.2,FTP,Malware,2025-02-12 10:46:52,98,21,High,241,810,Brazil,Antivirus
172.20.30.40,ICMP,Ping Flood,2025-02-12 10:46:52,341,0,Medium,705,1468,Brazil,IPS
198.51.100.5,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,31,80,Medium,174,274,Japan,SIEM
10.10.10.10,TCP,Brute Force,2025-02-12 10:46:52,97,443,High,12,341,Russia,Firewall
198.51.100.5,SSH,Unauthorized Access,2025-02-12 10:46:52,101,22,High,42,598,Russia,Firewall
10.0.0.2,FTP,Malware,2025-02-12 10:46:52,56,21,High,141,608,UK,Antivirus
198.51.100.5,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,192,443,Critical,656,550,China,Firewall
10.0.0.2,SSH,Unauthorized Access,2025-02-12 10:46:52,176,22,High,70,206,USA,Firewall
172.20.30.40,DNS,DNS Amplification,2025-02-12 10:46:52,229,53,High,379,1307,China,IPS
198.51.100.5,UDP,DDoS,2025-02-12 10:46:52,458,53,Critical,801,1249,USA,IPS
8.8.8.8,FTP,Brute Force,2025-02-12 10:46:52,160,21,High,88,390,USA,Firewall
203.0.113.4,UDP,DDoS,2025-02-12 10:46:52,136,68,Critical,897,1302,Japan,IPS
198.51.100.5,TCP,DDoS,2025-02-12 10:46:52,168,80,Critical,1342,1201,China,IPS
8.8.8.8,UDP,DDoS,2025-02-12 10:46:52,121,53,Critical,1868,1321,Germany,IPS
192.0.2.6,SSH,Unauthorized Access,2025-02-12 10:46:52,168,22,High,232,243,China,Firewall
8.8.8.8,SSH,Unauthorized Access,2025-02-12 10:46:52,162,22,High,118,556,UK,Firewall
10.0.0.2,HTTP,SQL Injection,2025-02-12 10:46:52,85,80,High,168,502,Canada,SIEM
203.0.113.4,UDP,Malware,2025-02-12 10:46:52,62,67,High,316,1129,China,Antivirus
8.8.8.8,HTTPS,Zero-Day,2025-02-12 10:46:52,42,443,Critical,530,887,UK,SIEM
192.0.2.6,ICMP,Ping Flood,2025-02-12 10:46:52,362,0,Medium,698,1205,USA,IPS
192.0.2.6,ICMP,DDoS,2025-02-12 10:46:52,484,0,Critical,851,1287,Germany,IPS
192.168.1.1,SSH,Unauthorized Access,2025-02-12 10:46:52,63,22,High,131,320,USA,Firewall
172.16.5.3,UDP,DDoS,2025-02-12 10:46:52,252,123,Critical,981,1408,India,IPS
172.16.5.3,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,51,443,Critical,671,1262,France,Firewall
192.168.100.10,UDP,Malware,2025-02-12 10:46:52,158,53,High,232,1108,UK,Antivirus
198.51.100.5,SSH,Brute Force,2025-02-12 10:46:52,299,22,High,60,287,Russia,Firewall
198.51.100.5,TCP,DDoS,2025-02-12 10:46:52,192,22,Critical,1106,1431,Canada,IPS
203.0.113.4,DNS,DNS Amplification,2025-02-12 10:46:52,112,53,High,695,1336,Japan,IPS
198.51.100.5,UDP,Malware,2025-02-12 10:46:52,50,53,High,329,972,Germany,Antivirus
8.8.8.8,ICMP,Ping Flood,2025-02-12 10:46:52,308,0,Medium,680,1142,Brazil,IPS
10.0.0.2,SSH,Unauthorized Access,2025-02-12 10:46:52,111,22,High,179,578,Russia,Firewall
203.0.113.4,TCP,Port Scanning,2025-02-12 10:46:52,30,443,Medium,67,491,India,IDS
8.8.8.8,TCP,DDoS,2025-02-12 10:46:52,350,25,Critical,1627,1296,Germany,IPS
192.0.2.6,TCP,Brute Force,2025-02-12 10:46:52,216,22,High,49,432,Russia,Firewall
192.0.2.6,HTTPS,Zero-Day,2025-02-12 10:46:52,28,443,Critical,121,800,USA,SIEM
192.168.1.1,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,75,443,Critical,863,1445,USA,Firewall
192.0.2.6,SSH,Unauthorized Access,2025-02-12 10:46:52,129,22,High,92,528,USA,Firewall
192.0.2.6,TCP,Brute Force,2025-02-12 10:46:52,66,21,High,15,291,Brazil,Firewall
192.0.2.6,DNS,DNS Amplification,2025-02-12 10:46:52,103,53,High,990,1382,Brazil,IPS
192.168.1.1,DNS,DNS Amplification,2025-02-12 10:46:52,421,53,High,756,1427,China,IPS
172.16.5.3,ICMP,Ping Flood,2025-02-12 10:46:52,152,0,Medium,606,1398,Russia,IPS
192.0.2.6,SSH,Brute Force,2025-02-12 10:46:52,167,22,High,92,216,USA,Firewall
192.168.100.10,TCP,DDoS,2025-02-12 10:46:52,234,443,Critical,883,1298,Canada,IPS
198.51.100.5,ICMP,Ping Flood,2025-02-12 10:46:52,283,0,Medium,645,1337,France,IPS
192.0.2.6,TCP,Port Scanning,2025-02-12 10:46:52,43,21,Medium,69,230,Japan,IDS
8.8.8.8,HTTP,SQL Injection,2025-02-12 10:46:52,46,80,High,190,988,Brazil,SIEM
10.0.0.2,TCP,DDoS,2025-02-12 10:46:52,383,25,Critical,1783,1449,USA,IPS
192.168.100.10,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,120,80,Medium,66,553,Canada,SIEM
172.20.30.40,ICMP,Ping Flood,2025-02-12 10:46:52,156,0,Medium,361,1163,France,IPS
203.0.113.4,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,88,443,Critical,838,1214,Russia,Firewall
192.0.2.6,HTTPS,Zero-Day,2025-02-12 10:46:52,36,443,Critical,528,755,France,SIEM
10.0.0.2,HTTP,SQL Injection,2025-02-12 10:46:52,34,80,High,171,696,India,SIEM
203.0.113.4,FTP,Brute Force,2025-02-12 10:46:52,202,21,High,12,429,UK,Firewall
192.0.2.6,UDP,Malware,2025-02-12 10:46:52,147,53,High,75,775,USA,Antivirus
172.20.30.40,FTP,Brute Force,2025-02-12 10:46:52,161,21,High,74,356,Brazil,Firewall
172.20.30.40,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,52,443,Critical,558,892,Canada,Firewall
192.168.1.1,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,154,443,Critical,923,845,India,Firewall
10.10.10.10,ICMP,Ping Flood,2025-02-12 10:46:52,322,0,Medium,286,1149,India,IPS
192.168.1.1,HTTP,SQL Injection,2025-02-12 10:46:52,83,80,High,168,376,Russia,SIEM
10.10.10.10,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,219,443,Critical,296,1463,China,Firewall
172.16.5.3,DNS,DNS Amplification,2025-02-12 10:46:52,350,53,High,994,1253,UK,IPS
8.8.8.8,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,63,80,Medium,31,392,Canada,SIEM
198.51.100.5,UDP,DDoS,2025-02-12 10:46:52,186,53,Critical,1371,1256,Russia,IPS
10.0.0.2,FTP,Brute Force,2025-02-12 10:46:52,109,21,High,88,401,India,Firewall
10.0.0.2,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,117,443,Critical,625,1214,Germany,Firewall
10.10.10.10,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,211,443,Critical,580,611,France,Firewall
10.10.10.10,UDP,DDoS,2025-02-12 10:46:52,181,67,Critical,860,1323,France,IPS
198.51.100.5,FTP,Malware,2025-02-12 10:46:52,68,21,High,142,500,China,Antivirus
198.51.100.5,ICMP,DDoS,2025-02-12 10:46:52,183,0,Critical,875,1401,India,IPS
192.168.1.1,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,67,443,Critical,262,1252,Germany,Firewall
203.0.113.4,TCP,Brute Force,2025-02-12 10:46:52,192,21,High,71,479,China,Firewall
192.168.100.10,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,170,443,Critical,489,1042,China,Firewall
8.8.8.8,ICMP,Ping Flood,2025-02-12 10:46:52,216,0,Medium,490,1225,Brazil,IPS
192.0.2.6,DNS,DNS Amplification,2025-02-12 10:46:52,294,53,High,1421,1455,China,IPS
192.0.2.6,FTP,Malware,2025-02-12 10:46:52,40,21,High,172,1056,France,Antivirus
172.16.5.3,FTP,Malware,2025-02-12 10:46:52,166,21,High,188,751,USA,Antivirus
192.168.1.1,DNS,DNS Amplification,2025-02-12 10:46:52,358,53,High,558,1389,UK,IPS
192.168.100.10,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,165,443,Critical,762,672,China,Firewall
192.168.100.10,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,14,80,Medium,54,415,USA,SIEM
172.20.30.40,FTP,Malware,2025-02-12 10:46:52,103,21,High,296,957,Japan,Antivirus
8.8.8.8,TCP,DDoS,2025-02-12 10:46:52,192,443,Critical,1496,1362,Russia,IPS
203.0.113.4,DNS,DNS Amplification,2025-02-12 10:46:52,343,53,High,853,1278,India,IPS
192.168.100.10,TCP,Brute Force,2025-02-12 10:46:52,220,22,High,32,499,India,Firewall
192.0.2.6,FTP,Brute Force,2025-02-12 10:46:52,227,21,High,98,312,USA,Firewall
192.168.100.10,ICMP,Ping Flood,2025-02-12 10:46:52,93,0,Medium,374,1044,Brazil,IPS
172.20.30.40,DNS,DNS Spoofing,2025-02-12 10:46:52,64,53,Medium,129,289,Canada,IDS
192.168.1.1,FTP,Malware,2025-02-12 10:46:52,74,21,High,397,934,USA,Antivirus
198.51.100.5,ICMP,DDoS,2025-02-12 10:46:52,175,0,Critical,1551,1291,Brazil,IPS
203.0.113.4,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,189,443,Critical,381,1190,Brazil,Firewall
192.168.1.1,DNS,DNS Spoofing,2025-02-12 10:46:52,33,53,Medium,52,412,France,IDS
8.8.8.8,FTP,Brute Force,2025-02-12 10:46:52,238,21,High,33,424,India,Firewall
192.168.100.10,HTTP,SQL Injection,2025-02-12 10:46:52,116,80,High,115,528,UK,SIEM
10.10.10.10,HTTP,SQL Injection,2025-02-12 10:46:52,90,80,High,225,390,Germany,SIEM
172.16.5.3,FTP,Brute Force,2025-02-12 10:46:52,119,21,High,43,438,Japan,Firewall
10.10.10.10,DNS,DNS Spoofing,2025-02-12 10:46:52,17,53,Medium,191,220,USA,IDS
198.51.100.5,DNS,DNS Amplification,2025-02-12 10:46:52,139,53,High,1108,1324,USA,IPS
192.168.100.10,FTP,Malware,2025-02-12 10:46:52,111,21,High,203,1018,USA,Antivirus
8.8.8.8,HTTP,SQL Injection,2025-02-12 10:46:52,39,80,High,201,345,China,SIEM
172.16.5.3,FTP,Brute Force,2025-02-12 10:46:52,267,21,High,13,385,Russia,Firewall
8.8.8.8,UDP,Malware,2025-02-12 10:46:52,172,53,High,286,694,Japan,Antivirus
192.168.1.1,SSH,Unauthorized Access,2025-02-12 10:46:52,29,22,High,173,482,China,Firewall
203.0.113.4,SSH,Brute Force,2025-02-12 10:46:52,180,22,High,64,495,Russia,Firewall
10.10.10.10,ICMP,Ping Flood,2025-02-12 10:46:52,276,0,Medium,602,1497,China,IPS
192.168.100.10,ICMP,Ping Flood,2025-02-12 10:46:52,224,0,Medium,592,1076,UK,IPS
10.0.0.2,ICMP,DDoS,2025-02-12 10:46:52,118,0,Critical,1732,1258,France,IPS
192.168.1.1,UDP,DDoS,2025-02-12 10:46:52,165,67,Critical,1415,1338,China,IPS
192.0.2.6,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,135,443,Critical,665,1260,India,Firewall
